# OMIM genemap2 (reconstructed from HPO annotations) — 2026-03-26
# Chromosome	Genomic Position Start	Genomic Position End	Cyto Location	Computed Cyto Location	MIM Number	Gene Symbols	Gene Name	Approved Gene Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotypes	Mouse Gene Symbol/ID
						RRAGC		RRAGC				Gene-disease association, 620609 (3), Autosomal dominant	
						RRAGD		RRAGD				Gene-disease association, 620152 (3), Autosomal dominant	
						RRAS2		RRAS2				Gene-disease association, 618624 (3), Autosomal dominant	
						RRM1		RRM1				Gene-disease association, 620647 (3), Autosomal recessive	
						RRM2B		RRM2B				Gene-disease association, 268315 (3), Autosomal recessive; Gene-disease association, 612075 (3), Autosomal recessive; Gene-disease association, 613077 (3), Autosomal dominant	
						RRP12		RRP12				Gene-disease association, 621452 (3), Autosomal recessive	
						RRP7A		RRP7A				Gene-disease association, 619453 (3), Autosomal recessive	
						RS1		RS1				Gene-disease association, 312700 (3), Unknown	
						RSPH1		RSPH1				Gene-disease association, 615481 (3), Autosomal recessive	
						RSPH3		RSPH3				Gene-disease association, 616481 (3), Autosomal recessive	
						RSPH4A		RSPH4A				Gene-disease association, 612649 (3), Autosomal recessive	
						RSPH9		RSPH9				Gene-disease association, 612650 (3), Autosomal recessive	
						RSPO1		RSPO1				Gene-disease association, 610644 (3), Autosomal recessive	
						RSPO2		RSPO2				Gene-disease association, 618021 (3), Autosomal recessive; Gene-disease association, 618022 (3), Autosomal recessive	
						RSPO4		RSPO4				Gene-disease association, 206800 (3), Autosomal recessive	
						RSPRY1		RSPRY1				Gene-disease association, 616723 (3), Autosomal recessive	
						RSRC1		RSRC1				Gene-disease association, 618402 (3), Autosomal recessive	
						RTEL1		RTEL1				Gene-disease association, 615190 (3), Autosomal recessive; Gene-disease association, 616373 (3), Autosomal dominant	
						RTN2		RTN2				Gene-disease association, 604805 (3), Autosomal dominant; Gene-disease association, 620854 (3), Autosomal recessive	
						RTN4IP1		RTN4IP1				Gene-disease association, 616732 (3), Autosomal recessive	
						RTN4R		RTN4R				Gene-disease association, 181500 (3), Autosomal dominant	
						RTTN		RTTN				Gene-disease association, 614833 (3), Autosomal recessive	
						RUBCN		RUBCN				Gene-disease association, 615705 (3), Autosomal recessive	
						RUNX1		RUNX1				Gene-disease association, 601399 (3), Autosomal dominant; Gene-disease association, 601626 (3), Autosomal dominant	
						RUNX2		RUNX2				Gene-disease association, 119600 (3), Autosomal dominant; Gene-disease association, 156510 (3), Autosomal dominant	
						RUSC2		RUSC2				Gene-disease association, 617773 (3), Autosomal recessive	
						RXYLT1		RXYLT1				Gene-disease association, 615041 (3), Autosomal recessive	
						RYR1		RYR1				Gene-disease association, 117000 (3), Autosomal recessive; Gene-disease association, 145600 (3), Autosomal dominant; Gene-disease association, 255320 (3), Autosomal recessive; Gene-disease association, 619542 (3), Autosomal dominant	
						RYR2		RYR2				Gene-disease association, 115000 (3), Autosomal dominant; Gene-disease association, 604772 (3), Autosomal dominant	
						RYR3		RYR3				Gene-disease association, 620310 (3), Autosomal recessive	
						S1PR2		S1PR2				Gene-disease association, 610419 (3), Autosomal recessive	
						SACK1H		SACK1H				Gene-disease association, 130900 (3), Autosomal dominant	
						SACS		SACS				Gene-disease association, 270550 (3), Autosomal recessive	
						SAG		SAG				Gene-disease association, 258100 (3), Autosomal recessive; Gene-disease association, 613758 (3), Autosomal recessive; Gene-disease association, 620228 (3), Autosomal dominant	
						SALL1		SALL1				Gene-disease association, 107480 (3), Autosomal dominant	
						SALL2		SALL2				Gene-disease association, 216820 (3), Autosomal recessive	
						SALL4		SALL4				Gene-disease association, 147750 (3), Autosomal dominant; Gene-disease association, 607323 (3), Autosomal dominant	
						SAMD12		SAMD12				Gene-disease association, 601068 (3), Autosomal dominant	
						SAMD7		SAMD7				Gene-disease association, 620762 (3), Autosomal recessive	
						SAMD9		SAMD9				Gene-disease association, 610455 (3), Autosomal recessive; Gene-disease association, 617053 (3), Autosomal dominant; Gene-disease association, 619041 (3), Autosomal dominant	
						SAMD9L		SAMD9L				Gene-disease association, 159550 (3), Autosomal dominant; Gene-disease association, 252270 (3), Autosomal recessive; Gene-disease association, 619806 (3), Autosomal dominant	
						SAMHD1		SAMHD1				Gene-disease association, 612952 (3), Autosomal recessive; Gene-disease association, 614415 (3), Autosomal dominant	
						SAR1B		SAR1B				Gene-disease association, 246700 (3), Autosomal recessive	
						SARDH		SARDH				Gene-disease association, 268900 (3), Autosomal recessive	
						SARS1		SARS1				Gene-disease association, 617709 (3), Autosomal recessive	
						SARS2		SARS2				Gene-disease association, 613845 (3), Autosomal recessive	
						SASH1		SASH1				Gene-disease association, 127500 (3), Autosomal dominant; Gene-disease association, 618373 (3), Autosomal recessive	
						SASH3		SASH3				Gene-disease association, 301082 (3), Unknown	
						SASS6		SASS6				Gene-disease association, 616402 (3), Autosomal recessive	
						SATB1		SATB1				Gene-disease association, 619228 (3), Autosomal dominant; Gene-disease association, 619229 (3), Autosomal dominant	
						SATB2		SATB2				Gene-disease association, 612313 (3), Autosomal dominant	
						SBDS		SBDS				Gene-disease association, 260400 (3), Autosomal recessive; Gene-disease association, 609135 (3), Unknown	
						SBF1		SBF1				Gene-disease association, 615284 (3), Autosomal recessive	
						SBF2		SBF2				Gene-disease association, 604563 (3), Autosomal recessive	
						SC5D		SC5D				Gene-disease association, 607330 (3), Autosomal recessive	
						SCAF4		SCAF4				Gene-disease association, 620511 (3), Autosomal dominant	
						SCAPER		SCAPER				Gene-disease association, 618195 (3), Autosomal recessive	
						SCARB2		SCARB2				Gene-disease association, 254900 (3), Autosomal recessive	
						SCARF2		SCARF2				Gene-disease association, 600920 (3), Autosomal recessive	
						SCD5		SCD5				Gene-disease association, 619086 (3), Autosomal dominant	
						SCGB3A2		SCGB3A2				Gene-disease association, 600807 (3), Autosomal dominant	
						SCN10A		SCN10A				Gene-disease association, 615551 (3), Autosomal dominant	
						SCN11A		SCN11A				Gene-disease association, 615548 (3), Autosomal dominant; Gene-disease association, 615552 (3), Autosomal dominant	
						SCN1A		SCN1A				Gene-disease association, 604403 (3), Autosomal dominant; Gene-disease association, 607208 (3), Autosomal dominant; Gene-disease association, 609634 (3), Autosomal dominant; Gene-disease association, 619317 (3), Autosomal dominant	
						SCN1B		SCN1B				Gene-disease association, 604233 (3), Autosomal dominant; Gene-disease association, 612838 (3), Autosomal dominant; Gene-disease association, 615377 (3), Autosomal dominant; Gene-disease association, 617350 (3), Autosomal recessive	
						SCN2A		SCN2A				Gene-disease association, 607745 (3), Autosomal dominant; Gene-disease association, 613721 (3), Autosomal dominant; Gene-disease association, 618924 (3), Autosomal dominant	
						SCN2B		SCN2B				Gene-disease association, 615378 (3), Autosomal dominant	
						SCN3A		SCN3A				Gene-disease association, 617935 (3), Autosomal dominant; Gene-disease association, 617938 (3), Autosomal dominant	
						SCN3B		SCN3B				Gene-disease association, 613120 (3), Autosomal dominant	
						SCN4A		SCN4A				Gene-disease association, 168300 (3), Autosomal dominant; Gene-disease association, 170400 (3), Autosomal dominant; Gene-disease association, 170500 (3), Autosomal dominant; Gene-disease association, 608390 (3), Autosomal dominant; Gene-disease association, 613345 (3), Autosomal dominant; Gene-disease association, 614198 (3), Autosomal recessive; Gene-disease association, 620351 (3), Autosomal recessive; Gene-disease association, 620369 (3), Autosomal recessive	
						SCN4B		SCN4B				Gene-disease association, 611819 (3), Autosomal dominant	
						SCN5A		SCN5A				Gene-disease association, 113900 (3), Autosomal dominant; Gene-disease association, 272120 (3), Autosomal recessive; Gene-disease association, 601144 (3), Autosomal dominant; Gene-disease association, 601154 (3), Autosomal dominant; Gene-disease association, 603829 (3), Unknown; Gene-disease association, 603830 (3), Autosomal dominant; Gene-disease association, 608567 (3), Autosomal recessive; Gene-disease association, 614022 (3), Autosomal dominant	
						SCN8A		SCN8A				Gene-disease association, 614306 (3), Autosomal dominant; Gene-disease association, 614558 (3), Autosomal dominant; Gene-disease association, 617080 (3), Autosomal dominant; Gene-disease association, 618364 (3), Autosomal dominant	
						SCN9A		SCN9A				Gene-disease association, 133020 (3), Autosomal dominant; Gene-disease association, 167400 (3), Autosomal dominant; Gene-disease association, 201300 (3), Autosomal recessive; Gene-disease association, 243000 (3), Autosomal recessive	
						SCNM1		SCNM1				Gene-disease association, 620107 (3), Autosomal recessive	
						SCNN1A		SCNN1A				Gene-disease association, 264350 (3), Autosomal recessive; Gene-disease association, 613021 (3), Autosomal dominant; Gene-disease association, 618126 (3), Autosomal dominant	
						SCNN1B		SCNN1B				Gene-disease association, 177200 (3), Autosomal dominant; Gene-disease association, 211400 (3), Autosomal dominant; Gene-disease association, 620125 (3), Autosomal recessive	
						SCNN1G		SCNN1G				Gene-disease association, 613071 (3), Autosomal dominant; Gene-disease association, 618114 (3), Autosomal dominant; Gene-disease association, 620126 (3), Autosomal recessive	
						SCO1		SCO1				Gene-disease association, 220110 (3), Autosomal recessive; Gene-disease association, 619048 (3), Autosomal recessive	
						SCO2		SCO2				Gene-disease association, 220110 (3), Autosomal recessive; Gene-disease association, 604377 (3), Autosomal recessive; Gene-disease association, 608908 (3), Autosomal dominant	
						SCP2		SCP2				Gene-disease association, 613724 (3), Autosomal recessive	
						SCUBE3		SCUBE3				Gene-disease association, 619184 (3), Autosomal recessive	
						SCYL1		SCYL1				Gene-disease association, 616719 (3), Autosomal recessive	
						SCYL2		SCYL2				Gene-disease association, 618766 (3), Autosomal recessive	
						SDC3		SDC3				Gene-disease association, 601665 (3), Autosomal recessive	
						SDCCAG8		SDCCAG8				Gene-disease association, 613615 (3), Autosomal recessive; Gene-disease association, 615993 (3), Autosomal recessive	
						SDHA		SDHA				Gene-disease association, 252011 (3), Autosomal recessive; Gene-disease association, 613642 (3), Autosomal recessive; Gene-disease association, 614165 (3), Autosomal dominant; Gene-disease association, 619259 (3), Autosomal dominant	
						SDHAF1		SDHAF1				Gene-disease association, 619166 (3), Autosomal recessive	
						SDHAF2		SDHAF2				Gene-disease association, 601650 (3), Autosomal dominant	
						SDHB		SDHB				Gene-disease association, 115310 (3), Autosomal dominant; Gene-disease association, 606764 (3), Autosomal dominant; Gene-disease association, 606864 (3), Unknown; Gene-disease association, 619224 (3), Autosomal recessive	
						SDHC		SDHC				Gene-disease association, 605373 (3), Autosomal dominant; Gene-disease association, 606764 (3), Autosomal dominant; Gene-disease association, 606864 (3), Unknown	
						SDHD		SDHD				Gene-disease association, 168000 (3), Autosomal dominant; Gene-disease association, 606864 (3), Unknown; Gene-disease association, 619167 (3), Autosomal recessive	
						SDR9C7		SDR9C7				Gene-disease association, 617574 (3), Autosomal recessive	
						SEC23A		SEC23A				Gene-disease association, 607812 (3), Autosomal recessive	
						SEC23B		SEC23B				Gene-disease association, 224100 (3), Autosomal recessive; Gene-disease association, 616858 (3), Autosomal dominant	
						SEC24D		SEC24D				Gene-disease association, 616294 (3), Autosomal recessive	
						SEC31A		SEC31A				Gene-disease association, 618651 (3), Autosomal recessive	
						SEC61A1		SEC61A1				Gene-disease association, 617056 (3), Autosomal dominant; Gene-disease association, 620670 (3), Autosomal dominant; Gene-disease association, 620674 (3), Autosomal dominant	
						SEC63		SEC63				Gene-disease association, 617004 (3), Autosomal dominant	
						SECISBP2		SECISBP2				Gene-disease association, 609698 (3), Autosomal recessive	
						SEL1L		SEL1L				Gene-disease association, 621067 (3), Autosomal recessive; Gene-disease association, 621068 (3), Autosomal dominant	
						SELENBP1		SELENBP1				Gene-disease association, 618148 (3), Autosomal recessive	
						SELENOI		SELENOI				Gene-disease association, 618768 (3), Autosomal recessive	
						SELENON		SELENON				Gene-disease association, 602771 (3), Autosomal recessive	
						SEMA3A		SEMA3A				Gene-disease association, 146110 (3), Autosomal recessive; Gene-disease association, 614897 (3), Autosomal dominant	
						SEMA3E		SEMA3E				Gene-disease association, 146110 (3), Autosomal recessive	
						SEMA4A		SEMA4A				Gene-disease association, 610282 (3), Autosomal recessive; Gene-disease association, 610283 (3), Autosomal recessive	
						SEMA6B		SEMA6B				Gene-disease association, 618876 (3), Autosomal dominant	
						SEMA7A		SEMA7A				Gene-disease association, 619874 (3), Autosomal recessive	
						SEPHS1		SEPHS1				Gene-disease association, 621325 (3), Autosomal dominant	
						SEPSECS		SEPSECS				Gene-disease association, 613811 (3), Autosomal recessive	
						SEPTIN12		SEPTIN12				Gene-disease association, 614822 (3), Autosomal dominant	
						SEPTIN9		SEPTIN9				Gene-disease association, 162100 (3), Autosomal dominant	
						SERAC1		SERAC1				Gene-disease association, 614739 (3), Autosomal recessive	
						SERPINA1		SERPINA1				Gene-disease association, 613490 (3), Autosomal recessive	
						SERPINA6		SERPINA6				Gene-disease association, 611489 (3), Autosomal recessive	
						SERPINB6		SERPINB6				Gene-disease association, 613453 (3), Autosomal recessive	
						SERPINB7		SERPINB7				Gene-disease association, 615598 (3), Autosomal recessive	
						SERPINB8		SERPINB8				Gene-disease association, 617115 (3), Autosomal recessive	
						SERPINC1		SERPINC1				Gene-disease association, 613118 (3), Autosomal recessive	
						SERPIND1		SERPIND1				Gene-disease association, 612356 (3), Autosomal dominant	
